sDate,sPrice
2000-01-01,1.6
2000-04-01,1.12
2000-07-01,2.69
2000-10-01,4.44
2001-01-01,4.5
2001-04-01,4.04
2001-07-01,5.62
2001-10-01,8.47
2002-01-01,9.1
2002-04-01,7.32
2002-07-01,5.64
2002-10-01,9.46
2003-01-01,9.52
2003-04-01,8.76
2003-07-01,8.23
2003-10-01,9.02
2004-01-01,6.51
2004-04-01,6.25
2004-07-01,5.81
2004-10-01,1.54
2005-01-01,4.38
2005-04-01,1.5
2005-07-01,0.69
2005-10-01,9.12
2006-01-01,5.23
2006-04-01,4.42
2006-07-01,6.01
2006-10-01,8.0
2007-01-01,9.26
2007-04-01,5.94
2007-07-01,5.85
2007-10-01,10.2
2008-01-01,7.63
2008-04-01,6.45
2008-07-01,2.01
2008-10-01,7.77
2009-01-01,13.75
2009-04-01,10.49
2009-07-01,7.42
2009-10-01,10.11
2010-01-01,8.77
2010-04-01,9.09
2010-07-01,7.46
2010-10-01,7.78
2011-01-01,7.63
2011-04-01,6.25
2011-07-01,7.66
2011-10-01,9.71
2012-01-01,7.4
2012-04-01,7.66
2012-07-01,8.8
2012-10-01,11.73
2013-01-01,7.3
2013-04-01,10.13
2013-07-01,10.4
2013-10-01,12.1
2014-01-01,10.14
2014-04-01,12.3
2014-07-01,10.41
2014-10-01,13.78
2015-01-01,16.16
2015-04-01,12.01
2015-07-01,13.99
2015-10-01,15.54
2016-01-01,15.68
2016-04-01,13.4
