sDate,sPrice
2000-01-01,10298
2000-04-01,-1522
2000-07-01,3036
2000-10-01,513
2001-01-01,-1672
2001-04-01,1295
2001-07-01,-11001
2001-10-01,-3372
2002-01-01,4214
2002-04-01,673
2002-07-01,2678
2002-10-01,-4949
2003-01-01,-6137
2003-04-01,-15588
2003-07-01,776
2003-10-01,6251
2004-01-01,1244
2004-04-01,-8067
2004-07-01,-3270
2004-10-01,2208
2005-01-01,6789
2005-04-01,3532
2005-07-01,5798
2005-10-01,4093
2006-01-01,6178
2006-04-01,11006
2006-07-01,8867
2006-10-01,13305
2007-01-01,5754
2007-04-01,-535
2007-07-01,-1033
2007-10-01,6345
2008-01-01,-3136
2008-04-01,613
2008-07-01,-3006
2008-10-01,-6456
2009-01-01,-4639
2009-04-01,-2394
2009-07-01,-5859
2009-10-01,2806
2010-01-01,5786
2010-04-01,3881
2010-07-01,4140
2010-10-01,11692
2011-01-01,12314
2011-04-01,3463
2011-07-01,7268
2011-10-01,8555
2012-01-01,13383
2012-04-01,8570
2012-07-01,6952
2012-10-01,10260
2013-01-01,16707
2013-04-01,11161
2013-07-01,11230
2013-10-01,11528
2014-01-01,18827
2014-04-01,21062
2014-07-01,14788
2014-10-01,11352
2015-01-01,21163
2015-04-01,17389
2015-07-01,-11547
2015-10-01,-22035
