date,season,year,不動產、廠房及設備重估價利益,不動產、廠房及設備重估價損失,什項支出,保證合約損失,停工損失,備供出售金融資產未實現評價損益,公允價值調整利益－投資性不動產,公允價值調整損失－投資性不動產,共同控制下前手權益（淨利／損）,其他利益及損失淨額,其他收入合計,其他收入－其他,其他收益及費損淨額,其他營業成本,其他綜合損益,其他綜合損益（淨額）,其他費用,勞務成本合計,國外營運機構淨投資避險,國外營運機構財務報表換算之兌換差額,基本每股盈餘合計,壞帳轉回利益,外幣兌換利益,外幣兌換損失,專櫃銷貨成本（百貨業適用）,已實現銷貨（損）益,廉價購買利益,所得稅費用（利益）合計,手續費支出合計,手續費收入合計,投資支出（投資公司適用）合計,按攤銷後成本衡量之金融負債利益,按攤銷後成本衡量之金融負債損失,採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,採用權益法認列之關聯企業及合資損益之份額淨額,推銷費用合計,旅遊服務成本（觀光飯店業適用）合計,會計項目,未實現銷貨（損）益,本期淨利（淨損）,本期綜合損益總額,標準成本差異合計,權利金收入,權益工具投資之利益（損失）,歸墊收入,母公司業主（淨利／損）,母公司業主（綜合損益）,沖銷逾期應付款利益,減損損失合計,減損迴轉利益合計,無形資產重估價利益,無形資產重估價損失,營建工程成本合計,營業利益（損失）,營業外收入及支出合計,營業成本合計,營業收入合計,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用合計,現金流量避險,生物資產當期公允價值減出售成本之變動之利益,生物資產當期公允價值減出售成本之變動之損失,當期原始認列生物資產之利益,當期原始認列生物資產之損失,研究發展費用合計,確定福利計畫精算利益（損失）,租賃成本合計,租金收入,管理費用合計,繼續營業單位本期淨利（淨損）,繼續營業單位稅前淨利（淨損）,股利收入,與其他綜合損益組成部分相關之所得稅,與待出售非流動資產直接相關之權益,處分不動產、廠房及設備利益,處分不動產、廠房及設備損失,處分投資利益,處分投資性不動產利益,處分投資性不動產損失,處分投資損失,處分無形資產利益,處分無形資產損失,虧損性合約損失,財務成本淨額,賠償損失,透過損益按公允價值衡量之金融資產（負債）利益,透過損益按公允價值衡量之金融資產（負債）損失,違約金收入,重估價之利益（損失）,金融資產重分類淨損益,銷貨成本,銷貨成本合計,銷貨收入,銷貨收入合計,銷貨收入淨額,除列按攤銷後成本衡量金融資產淨損益,非控制權益（淨利／損）,非控制權益（綜合損益）
2013-05-09,1,2013,0.0,0.0,-1638.0,0.0,0.0,0.0,0.0,0.0,,1638,4029,4029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6358,0.0,2013年01月01日至2013年03月31日,0.0,5811,5811,0.0,0.0,0.0,0.0,5811,5811,0.0,0,0.0,0.0,0.0,0.0,1934,3877,60886,77211,16325,16325,14391,0.0,0.0,0.0,0.0,0.0,2893,0.0,0.0,0.0,5140,5811,5811,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1790,0.0,0.0,0.0,0.0,0.0,0.0,60886.0,60886.0,77211.0,77211.0,77211.0,0.0,0.0,0.0
2013-08-05,2,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,3783,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,5050,0.0,2013年04月01日至2013年06月30日,0.0,2787,2787,0.0,,0.0,,2787,2787,,0,136.0,0.0,0.0,0.0,22,2765,55683,67064,11381,11381,11359,0.0,0.0,0.0,0.0,0.0,1915,0.0,0.0,,4394,2787,2787,,0.0,0.0,0.0,0.0,184,0.0,0.0,0,0.0,0.0,0.0,1338,0.0,0.0,0.0,,0.0,0.0,55683.0,55683.0,,,67064.0,0.0,0.0,
2013-11-04,3,2013,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,-452,4634,,0.0,,,,0.0,,,,0.02,,0.0,0.0,,0.0,,434,0.0,,,0.0,0.0,,0.0,3669,,2013年07月01日至2013年09月30日,0.0,779,779,,,,,779,779,,452,0.0,0.0,0.0,,-1597,2810,56953,66071,9118,9118,10715,,0.0,0.0,0.0,0.0,2003,,,,5043,779,1213,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1372,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0
2014-03-11,4,2013,,,,,,,,,,1989,17267,,,,,0.0,,,,,0.2,,,,,,,977,,,,,,,,16903,,2013年01月01日至2013年12月31日,,9243,9243,,,,,9243,9243,,0,,,,,-3140,13360,230777,272611,41834,41834,44974,,,,,,8740,0.0,,,19331,9243,10220,,,,,,1989,,,0,,,,5896,,,,,,,,,,,,,,
