date,season,year,不重分類至損益之其他項目,不重分類至損益之項目,以成本衡量之金融資產及負債之已實現損益,佣金費用,佣金費用合計,依淨公平價值衡量損益（減除所得稅費用後之淨額）,保費不足準備淨變動,保費收入合計,保險手續費支出,保險手續費收入,保險負債淨變動,保險賠款與給付,保險賠款與給付合計,停業前營業損益,停業單位損益淨額,備供出售金融資產之已實現損益,備供出售金融資產之未實現評價利益（損失）,兌換利益－非投資,兌換損失－非投資,兌換損益－投資,內部利息收入,內部利息費用,內部手續費收入,內部手續費費用,內部損失,內部損益,共同控制下前手權益（淨利／損）,共同控制下前手權益（綜合損益）,其他保險負債淨變動合計,其他手續費收入,其他淨投資損益,其他準備淨變動,其他營業外支出,其他營業外收入及支出淨額,其他營業成本合計,其他營業成本－其他,其他營業成本－其他合計,其他營業收入合計,其他營業收入－其他,其他營業收入－其他合計,其他綜合損益（稅後淨額）合計,其他綜合損益－稅前合計,具金融商品性質之保險契約準備淨變動,再保佣金支出,再保佣金收入,再保手續費支出,再保手續費收入,再保費支出,再保費收入,再保賠款與給付,分出保費不足準備淨變動數,分出未滿期保費準備淨變動數,分出負債適足準備淨變動數,分出責任準備淨變動數,分出賠款準備淨變動數,分離帳戶保險商品收益,分離帳戶保險商品費用,利息支出,利息收入,可能重分類至損益之其他項目,各項提存,員工訓練費用,國外營運機構淨投資避險,國外營運機構財務報表換算之兌換差額,基本每股盈餘合計,基本繼續營業單位淨利（淨損）,壽險紅利給付,外匯價格變動準備淨變動,安定基金支出,廉價購買利益,後續可能重分類至損益之項目,所得稅費用（利益）淨額,手續費支出合計,手續費收入合計,承保費用,投資性不動產損益,投資減損損失,投資減損損失及迴轉利益淨額,投資減損迴轉利益,持有至到期日金融資產之已實現損益,指定按公允價值衡量之金融負債信用風險變動影響數,採用權益法之子公司、關聯企業及合資之其他綜合損益份額-不重分類至損益之項目,採用權益法之子公司、關聯企業及合資之其他綜合損益份額-可能重分類至損益之項目,採用權益法認列之關聯企業及合資之其他綜合損益份額,採用權益法認列之關聯企業及合資之其他綜合損益份額-不重分類至損益之項目,採用權益法認列之關聯企業及合資之其他綜合損益份額-可能重分類至損益之項目,採用權益法認列之關聯企業及合資損益之份額,提存保費不足準備,提存保費不足準備-分入再保,提存保費不足準備-分出再保,提存保費不足準備-直接承保,提存其他準備,提存外匯價格變動準備,提存未滿期保費準備,提存未滿期保費準備－分入再保,提存未滿期保費準備－分出再保,提存未滿期保費準備－直接承保,提存特別準備,提存負債適足準備,提存負債適足準備－分入再保,提存負債適足準備－分出再保,提存負債適足準備－直接承保,提存責任準備,提存賠款準備,提存賠款準備－分入再保,提存賠款準備－分出再保,提存賠款準備－直接承保,攤回再保賠款與給付,攤銷遞延取得成本,支出,收入,收回保費不足準備,收回保費不足準備－分入再保,收回保費不足準備－分出再保,收回保費不足準備－直接承保,收回其他準備,收回呆帳及過期帳,收回外匯價格變動準備,收回未滿期保費準備,收回未滿期保費準備－分入再保,收回未滿期保費準備－分出再保,收回未滿期保費準備－直接承保,收回特別準備,收回負債適足準備,收回負債適足準備－分入再保,收回負債適足準備－分出再保,收回負債適足準備－直接承保,收回責任準備,收回賠款準備,收回賠款準備－分入再保,收回賠款準備－分出再保,收回賠款準備－直接承保,會計項目,未滿期保費準備淨變動,本期淨利（淨損）,本期綜合損益總額,業務員津貼,業務費用,母公司業主（淨利／損）,母公司業主（綜合損益）,淨投資損益,無活絡市場之債券投資損益之已實現損益,無活絡市場之債務工具投資損益之已實現損益,營業利益（損失）,營業外收入及支出合計,營業成本合計,營業收入合計,營業費用合計,營業資產出租費用,營業資產租金收入,特別準備淨變動,現金流量避險中屬有效避險部份之避險工具利益（損失）,理賠費用,當期所得稅費用（利益）,確定福利計畫之再衡量數,確定福利計畫精算利益（損失）,稀釋每股盈餘合計,稀釋繼續營業單位淨利（淨損）,管理費用,簽單保費收入,繼續營業單位本期純益（純損）,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）,自留保險賠款與給付,自留滿期保費收入,與不重分類之項目相關之所得稅,與其他綜合損益組成部分相關之所得稅,與可能重分類之項目相關之所得稅,與待出售資產直接相關之權益-不重分類至損益之項目,與待出售資產直接相關之權益-可能重分類至損益之項目,處分不動產及設備利益,處分不動產及設備損失,處分不動產及設備損益淨額,處分損益,解約金,負債性特別股股息,負債適足準備淨變動,財務成本,責任準備淨變動,資產報廢損失,賠款準備淨變動,退保收益,透過損益按公允價值衡量之金融資產及負債損益,遞延所得稅費用(利益),重估價之利益（損失）,重估增值,雜項收入,非控制權益（淨利／損）,非控制權益（綜合損益）,非金融資產減損損失,非金融資產減損損失及迴轉利益淨額,非金融資產減損迴轉利益
2013-04-30,1,2013,,,,640262.0,641707,,-5376.0,12122998,7.0,34129.0,9467381.0,3770409.0,3803215,,,694356,-1621537,37042.0,0.0,2782396,,,,,,,,,,44.0,1442,,-4135.0,275.0,828130,815099.0,815099.0,793179,745752.0,745752.0,-1439529,-1634338.0,,1438.0,454456,,,1021206,32271,30316.0,,8865.0,,,2129.0,2448017,2448017,488.0,,,,3704,,11231,0.76,0.76,,-91360,12543.0,,,156199,7.0,34173,743,45557,-17500.0,-17500.0,,0,,,,-24032.0,,,-11393,,1098.0,-11227.0,16609.0,,-112054.0,441174.0,74965.0,-618300.0,1095987.0,-85733.0,,,,,12497192.0,97181.0,53060.0,-316116.0,517122.0,508124,,9589489,19913119,-5311.0,-1629.0,12235.0,-17151.0,,6707.0,20694.0,-438360.0,-77275.0,597285.0,-1086620.0,,,,,,-2987244.0,-45151.0,-59888.0,317121.0,-516916.0,2013年01月01日至2013年03月31日,-2279,660935,-778594,0.0,668408,660935,-778594,3552172,-239720.0,,823986,-6852,16709416,18386068,852666,,,-85733.0,,2490.0,14728.0,,,0.76,0.76,180554,12090727,660935,,817134.0,3295091,11104071,,-194809.0,,,,10771.0,-7449.0,3322.0,,,-17519.0,,28347,9509948.0,,48542.0,,-2345433,141471.0,,,4410.0,,,,363.0,363.0
2013-08-27,2,2013,,,11650.0,498006.0,499414,0.0,-2556.0,12208343,14.0,44423.0,8992155.0,5300922.0,5338001,0.0,0.0,179307,-3780184,-5292.0,-2.0,937208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1009,0.0,-873.0,7789.0,733442,719454.0,719454.0,663406,658101.0,658101.0,-3220335,-3781875.0,0.0,1394.0,469805,0.0,0.0,1076655,39152,33399.0,0.0,3890.0,0.0,0.0,5551.0,-157709,-157709,1376.0,,,0.0,6522,0.0,6947,-0.41,-0.41,0.0,60953,12614.0,0.0,,171551,14.0,44425,1136,32061,-1658.0,-1658.0,0.0,0,,,,-8638.0,,,-35821,0.0,17.0,-428.0,239.0,0.0,-3900.0,444324.0,2829.0,-8354.0,-7369.0,297886.0,0.0,0.0,0.0,0.0,13556459.0,-5986.0,-7015.0,-16616.0,20978.0,532624,0.0,7977715,17034611,-2384.0,0.0,0.0,0.0,0.0,11305.0,64853.0,-441595.0,0.0,0.0,0.0,-515061.0,0.0,0.0,0.0,0.0,-4296333.0,-45152.0,0.0,0.0,0.0,2013年04月01日至2013年06月30日,-6275,-359503,-3579838,0.0,605248,-359503,-3579838,3273717,418976.0,,-185228,-2724,14897873,15431607,718962,0.0,0.0,-217175.0,0.0,3680.0,235455.0,,0.0,0.0,0.0,107192,12169191,-359503,,-187952.0,4805377,11137963,,-561540.0,,,,8394.0,-9149.0,-755.0,0.0,0.0,-17714.0,0.0,24058,9260126.0,-337.0,-48240.0,0.0,-1267611,-63904.0,0.0,,8662.0,0.0,0.0,0.0,-3012.0,-3012.0
2013-10-31,3,2013,,,375.0,644103.0,645438,0.0,-1524.0,14089054,14.0,29389.0,11199286.0,4586303.0,4616412,0.0,0.0,1353628,-1118962,-14482.0,60.0,-1771443,0.0,0.0,0.0,0.0,0.0,0.0,,,,-34.0,4992,0.0,-514.0,7823.0,786906,771777.0,771777.0,702320,704125.0,704125.0,-1083328,-1092781.0,0.0,1321.0,482022,0.0,0.0,1095345,34486,27348.0,0.0,2294.0,0.0,0.0,2560.0,1566172,1566172,571.0,,,0.0,6094,0.0,-5008,0.73,0.73,0.0,7182,14498.0,0.0,,127318,14.0,29355,815,49949,-16504.0,-16504.0,0.0,0,,,,31189.0,,,-28179,0.0,-342.0,441.0,-307.0,0.0,-38019.0,514351.0,-938.0,-3366.0,-3480.0,247249.0,0.0,0.0,0.0,0.0,14903355.0,25093.0,92.0,-4517.0,2703.0,546769,0.0,9897261,21743919,-1316.0,0.0,0.0,0.0,0.0,2310.0,45201.0,-507593.0,0.0,0.0,0.0,-59423.0,0.0,0.0,0.0,0.0,-3871151.0,-45151.0,0.0,0.0,0.0,2013年07月01日至2013年09月30日,1268,679297,-404031,0.0,731775,679297,-404031,4328227,30772.0,,822586,-15971,18292509,20100537,985442,0.0,0.0,187826.0,0.0,2761.0,28239.0,,0.0,0.0,0.0,247573,14054568,679297,,806615.0,4069643,12992441,,-9453.0,,,,11815.0,-13714.0,-1899.0,0.0,0.0,-17908.0,0.0,24249,11032204.0,-102.0,-19220.0,0.0,1671619,99079.0,0.0,,8337.0,0.0,0.0,0.0,-6195.0,-6195.0
2014-03-05,4,2013,,,12025.0,2609560.0,2615024,0.0,-14604.0,56289187,115.0,161931.0,43057813.0,19951105.0,20088179,0.0,0.0,3043208,-6321778,39.0,0.0,3223232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9196,0.0,-11963.0,69935.0,3001997,2941089.0,2941089.0,2730954,2681655.0,2681655.0,-5563761,-6307215.0,0.0,5349.0,1963396,0.0,0.0,4436267,141312,124505.0,0.0,-257.0,0.0,0.0,2249.0,4966773,4966773,2886.0,,,0.0,27683,0.0,19558,0.51,0.51,0.0,6457,58022.0,0.0,,263232,115.0,161931,3582,166587,-540701.0,-540701.0,0.0,0,,,,-38486.0,,,-123977,0.0,280.0,-3804.0,6137.0,0.0,-192399.0,1974004.0,77759.0,-675524.0,1137711.0,408461.0,0.0,0.0,0.0,0.0,59995038.0,180637.0,41009.0,-339509.0,561541.0,2145489,0.0,38751007,82747963,-10672.0,-1629.0,12235.0,-17151.0,0.0,21284.0,198856.0,-1952848.0,-77275.0,597285.0,-1086620.0,-634002.0,0.0,0.0,0.0,0.0,-16702719.0,-180605.0,-59888.0,317121.0,-516916.0,2013年01月01日至2013年12月31日,-5765,477304,-5086457,0.0,2811088,477304,-5086457,14490233,294921.0,,774383,-33847,71691713,76171972,3705876,0.0,0.0,-225541.0,0.0,12569.0,297450.0,,33491.0,0.51,0.51,867105,56147875,477304,,740536.0,17942690,51858685,,-743454.0,,,,41967.0,-62840.0,-20873.0,0.0,0.0,-71050.0,0.0,103834,43292319.0,-600.0,5639.0,0.0,-3406373,-34218.0,0.0,,81898.0,0.0,0.0,0.0,-32543.0,-32543.0
2014-04-30,1,2014,,,-286.0,731057.0,732398,0.0,89899.0,17700943,7.0,28448.0,,5274777.0,5304745,0.0,0.0,627966,720177,0.0,37.0,2087023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13872384.0,75.0,827,0.0,-2200.0,6609.0,526712,507992.0,507992.0,459557,444028.0,444028.0,713317,740740.0,0.0,1334.0,457880,0.0,0.0,1067508,36419,27163.0,0.0,5800.0,0.0,0.0,-22651.0,1514398,1514398,511.0,,,0.0,2054,0.0,-2565,0.49,0.49,0.0,-83706,18172.0,0.0,,81053,7.0,28523,647,115608,-54379.0,-54379.0,0.0,0,,,,23128.0,,,-20324,89893.0,320.0,-3818.0,6117.0,0.0,-151366.0,459890.0,78630.0,-699353.0,1169922.0,-83900.0,0.0,0.0,0.0,0.0,18273815.0,49024.0,89993.0,-348487.0,555679.0,553195,0.0,10170230,24535582,0.0,-280.0,3804.0,-6137.0,0.0,4177.0,67660.0,-435873.0,-77759.0,675524.0,-1137711.0,0.0,0.0,0.0,0.0,0.0,-4441145.0,-45197.0,-41009.0,327245.0,-530882.0,2014年01月01日至2014年03月31日,39070,475651,1188968,0.0,711133,475651,1188968,3821086,138947.0,,549203,7501,21413140,22875809,913466,0.0,0.0,-83900.0,0.0,2805.0,42271.0,,0.0,0.49,0.49,200279,17664524,475651,,556704.0,4751550,16594365,,27423.0,,,,24319.0,-18543.0,5776.0,0.0,0.0,-17519.0,0.0,15051,13832670.0,-41.0,33715.0,0.0,-2214755,38782.0,0.0,,8809.0,0.0,0.0,0.0,8499.0,8499.0
2014-08-27,2,2014,,,34497.0,749173.0,750518,0.0,-89895.0,19115254,7.0,33971.0,,6516092.0,6543948,0.0,0.0,1063710,920007,63.0,-37.0,-2344228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14920587.0,-39.0,7279,0.0,-1360.0,5952.0,546766,526747.0,526747.0,484412,468182.0,468182.0,829917,942145.0,0.0,1338.0,497253,0.0,0.0,1130567,39526,24464.0,0.0,-11679.0,0.0,0.0,17820.0,762103,762103,495.0,,,0.0,6403,0.0,-4316,-0.01,-0.01,0.0,151813,19561.0,0.0,,-72305,7.0,33932,1050,27997,-2314.0,-2314.0,0.0,0,,,,26454.0,,,-27460,-89767.0,85.0,-472.0,259.0,0.0,-25686.0,483956.0,2126.0,40059.0,-37917.0,185669.0,0.0,0.0,0.0,0.0,20672560.0,-18893.0,-2448.0,12429.0,-17269.0,570539,0.0,10375479,25577862,0.0,0.0,0.0,0.0,0.0,1831.0,177499.0,-441120.0,0.0,0.0,0.0,-443675.0,0.0,0.0,0.0,0.0,-5395711.0,0.0,0.0,0.0,0.0,2014年第2季,35425,-13909,816008,0.0,743260,-13909,816008,4114369,117465.0,,-75188,-11026,22969329,23841331,947190,0.0,0.0,-258006.0,0.0,3392.0,-58051.0,,0.0,-0.01,-0.01,197527,19075728,-13909,,-86214.0,5973409,17949262,,112228.0,,,,12302.0,-20807.0,-8505.0,0.0,0.0,-17714.0,0.0,14896,15276849.0,0.0,-8361.0,0.0,1812847,-14254.0,0.0,,7312.0,0.0,0.0,0.0,7410.0,7410.0
2014-11-05,3,2014,,,3681.0,723839.0,725003,0.0,-40.0,16654992,21.0,34637.0,,5636410.0,5663784,0.0,0.0,1558695,-2556388,-13.0,0.0,2464485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13125603.0,-3.0,1957,0.0,-1020.0,7307.0,538456,512278.0,512278.0,463745,445792.0,445792.0,-2523788,-2587844.0,0.0,1143.0,533804,0.0,0.0,1132020,35753,23015.0,0.0,-10763.0,0.0,0.0,7338.0,88543,88543,4246.0,,,0.0,6604,0.0,13360,1.57,1.57,0.0,-207580,21932.0,0.0,,264089,21.0,34634,754,48485,0.0,0.0,0.0,0,,,,-44816.0,,,-39475,50.0,-56.0,234.0,-268.0,0.0,-207580.0,512699.0,-1646.0,27180.0,-37381.0,371435.0,0.0,0.0,0.0,0.0,17544125.0,-12854.0,5386.0,-86501.0,109391.0,596546,0.0,22332914,24130219,0.0,0.0,0.0,0.0,0.0,1496.0,0.0,-507247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4812677.0,0.0,0.0,0.0,0.0,2014年第3季,-17158,1517633,-1006155,0.0,766687,1517633,-1006155,5757955,436706.0,,1783713,-1991,19560570,22418811,1074528,0.0,0.0,371435.0,0.0,4359.0,31039.0,,0.0,0.0,0.0,301237,16619239,1517633,,1781722.0,5067238,15540130,,-64056.0,,,,9781.0,-14253.0,-4472.0,0.0,0.0,-17908.0,0.0,14973,12731448.0,-15.0,22760.0,0.0,-2094001,233050.0,0.0,,8327.0,0.0,0.0,0.0,11601.0,11601.0
2015-03-04,4,2014,,,37892.0,2855312.0,2860349,0.0,554888.0,68378793,43.0,145630.0,,23779567.0,23898362,0.0,0.0,3755213,1111202,604.0,0.0,8778250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53139723.0,0.0,10713,0.0,-6536.0,36489.0,2374583,2289344.0,2289344.0,2109300,2037787.0,2037787.0,1020044,1189044.0,0.0,4994.0,2037855,0.0,0.0,4597066,149222,104244.0,0.0,-44781.0,0.0,0.0,10033.0,2896448,2896448,5877.0,,,0.0,22561,0.0,25690,1.87,1.87,0.0,-352088,79362.0,0.0,,368351,43.0,145630,3633,499070,-780573.0,-780573.0,0.0,0,,,,33618.0,,,-121454,553037.0,0.0,-13020.0,17637.0,0.0,-597247.0,2061155.0,80489.0,-670777.0,1125643.0,559415.0,0.0,0.0,0.0,0.0,72607199.0,35129.0,99340.0,-423876.0,663227.0,2359369,0.0,93714624,95931933,-153.0,-280.0,3804.0,-6137.0,0.0,9597.0,245159.0,-1955686.0,-77759.0,675523.0,-1137711.0,-570030.0,0.0,0.0,0.0,0.0,-20105760.0,-45197.0,-41008.0,327245.0,-530882.0,2014年度,56096,1813584,2833628,0.0,2928396,1813584,2833628,18004538,1037881.0,,2174046,7889,82882976,88919402,3862380,0.0,0.0,-10615.0,0.0,14551.0,38775.0,,18534.0,1.87,1.87,911423,68229571,1813584,,2181935.0,21538993,63725631,,169000.0,,,,57942.0,-76185.0,-18243.0,0.0,0.0,-71050.0,0.0,69247,52501439.0,-56.0,94011.0,0.0,-8856621,329576.0,0.0,,43025.0,0.0,0.0,0.0,51152.0,51152.0
2015-04-29,1,2015,0.0,0.0,0.0,678516.0,680357,0.0,96798.0,14113575,732.0,23896.0,,6051756.0,6088687,0.0,0.0,492539,121398,71.0,0.0,-1701836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9731107.0,0.0,2703,0.0,-2719.0,1748.0,671727,652634.0,652634.0,613886,590151.0,590151.0,195833,,0.0,1109.0,474083,0.0,0.0,1059535,37771,33924.0,0.0,863.0,0.0,0.0,-19280.0,240802,240802,460.0,,0.0,0.0,2603,,-5394,1.2,1.2,0.0,87405,18633.0,0.0,195833.0,267663,732.0,23896,579,49500,-1101.0,-1101.0,0.0,0,0.0,0.0,0.0,,0.0,45116.0,-18608,107598.0,0.0,-11292.0,15646.0,0.0,-71053.0,478789.0,80157.0,-658575.0,1111317.0,-170257.0,0.0,0.0,0.0,0.0,15044497.0,42718.0,98870.0,-373536.0,621673.0,511691,0.0,19521093,20966793,-10537.0,0.0,13020.0,-17637.0,0.0,1876.0,158458.0,-453679.0,-80490.0,670777.0,-1125642.0,0.0,0.0,0.0,0.0,0.0,-5228980.0,-42705.0,-99339.0,423876.0,-663228.0,2015年01月01日至2015年03月31日,23517,1158679,1354512,0.0,795038,1158679,1354512,4988860,,717977.0,1432601,-6259,16917400,19372050,1022049,0.0,0.0,-170257.0,0.0,3007.0,16155.0,0.0,,1.2,1.2,224408,14075804,1158679,1426342.0,,5576996,13030523,0.0,,-34713.0,0.0,0.0,7309.0,-6115.0,1194.0,0.0,0.0,-17519.0,0.0,15832,9815517.0,-398.0,-10951.0,0.0,1484699,251508.0,,0.0,4467.0,0.0,0.0,0.0,6840.0,6840.0
2015-07-28,2,2015,0.0,0.0,93349.0,749884.0,752562,0.0,-35123.0,14311316,1613.0,38213.0,,6424116.0,6453671,0.0,0.0,580592,-1312639,-71.0,148.0,-1799504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10801360.0,0.0,1559,0.0,-880.0,7710.0,684525,664958.0,664958.0,628993,602396.0,602396.0,-1249825,,0.0,1065.0,484520,0.0,0.0,1022826,49212,26219.0,0.0,-9468.0,0.0,0.0,-12639.0,476306,476306,530.0,,0.0,0.0,4389,,-5739,-0.02,-0.02,0.0,126868,18889.0,0.0,-1249825.0,16880,1613.0,38213,1060,44782,-784.0,-784.0,0.0,0,0.0,0.0,0.0,,0.0,-6010.0,-29938,0.0,0.0,2124.0,-3485.0,0.0,-141075.0,487880.0,6862.0,13775.0,-11947.0,316346.0,0.0,0.0,0.0,0.0,16280716.0,78237.0,6385.0,-194223.0,208372.0,483421,0.0,21139849,21131721,-33762.0,0.0,0.0,0.0,0.0,1582.0,267943.0,-476085.0,1.0,0.0,-1.0,-529407.0,0.0,0.0,0.0,0.0,-5274575.0,-42729.0,0.0,0.0,0.0,2015年第2季,11017,-24094,-1273919,0.0,709301,-24094,-1273919,4708952,,375783.0,-7671,457,18718532,19614457,903596,0.0,0.0,-213061.0,0.0,3336.0,12146.0,0.0,,0.0,0.0,189906,14262104,-24094,-7214.0,,5970250,13277473,0.0,,-74563.0,0.0,0.0,7034.0,-5015.0,2019.0,0.0,0.0,-17714.0,0.0,32469,11006141.0,-105.0,43403.0,0.0,1386315,4734.0,,0.0,8590.0,0.0,0.0,0.0,6965.0,6965.0
