date,season,year,交際費,什項支出,伙食費,保險費,修繕費,備供出售金融資產未實現評價損益,其他利息收入,其他利益及損失淨額,其他收入合計,其他收入－其他,其他綜合損益（淨額）,利息收入合計,利息費用,各項攤提,呆帳損失,國外營運機構財務報表換算之兌換差額,基本每股盈餘合計,基本繼續營業單位淨利（淨損）,壞帳轉回利益,外幣兌換利益,外幣兌換損失,廣告費,所得稅費用（利益）合計,折舊,推銷費用合計,文具用品,旅費,會計項目,本期淨利（淨損）,本期綜合損益總額,母公司業主（淨利／損）,母公司業主（綜合損益）,水電瓦斯費,減損損失合計,無形資產減損損失,營業利益（損失）,營業外收入及支出合計,營業成本合計,營業收入合計,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用合計,當期所得稅費用（利益）,研究發展費用合計,租金支出,稀釋每股盈餘合計,稅捐,管理費用合計,繼續營業單位本期淨利（淨損）,繼續營業單位稅前淨利（淨損）,職工福利,與其他綜合損益組成部分相關之所得稅,薪資支出,處分投資性不動產利益,訓練費,財務成本淨額,運費,遞延所得稅費用（利益）,郵電費,金融資產減損損失,銀行存款利息,銷貨成本,銷貨成本合計,銷貨折讓,銷貨收入,銷貨收入合計,銷貨收入淨額,銷貨退回,非控制權益（淨利／損）,非控制權益（綜合損益）
2013-05-13,1,2013,131.0,,128.0,591.0,5.0,0.0,236.0,-455,249,,-10.0,249.0,289.0,1537.0,,-12.0,-0.02,-0.02,,,455.0,8.0,0,1100.0,,16.0,153.0,2013年01月01日至2013年03月31日,-1422,-1432,-1422,-1432,185.0,,,-927,-495,338215,354035,15820,15820,16747,,0.0,623.0,,58.0,16747,-1422,-1422,84.0,-2.0,5912.0,,13.0,289,3100.0,0.0,117.0,,13.0,338215.0,338215.0,141.0,355973.0,355973.0,354035,1797.0,,
2013-08-12,2,2013,156.0,,135.0,577.0,117.0,0.0,235.0,454,246,0.0,-3.0,246.0,597.0,2327.0,0.0,-3.0,-0.42,-0.42,,454.0,0.0,4.0,0,1117.0,,23.0,245.0,2013年04月01日至2013年06月30日,-36072,-36075,-36072,-36075,196.0,,,-36175,103,439470,422661,-16809,-16809,19366,,0.0,629.0,,138.0,19366,-36072,-36072,61.0,0.0,6141.0,,0.0,597,3937.0,,104.0,,11.0,439470.0,439470.0,,422661.0,422661.0,422661,,,
2013-11-11,3,2013,147.0,,133.0,550.0,78.0,0.0,236.0,13347,573,322.0,7.0,251.0,430.0,2328.0,0.0,8.0,-0.32,-0.32,,,3873.0,8.0,20382,333.0,,75.0,248.0,2013年07月01日至2013年09月30日,-27468,-27461,-27468,-27461,281.0,,,-20576,13490,392460,390842,-1618,-1618,18958,20382.0,0.0,650.0,,67.0,18958,-27468,-7086,57.0,1.0,5975.0,17220.0,0.0,430,4666.0,,103.0,,15.0,392460.0,392460.0,194.0,391235.0,391235.0,390842,199.0,,
2014-03-26,4,2013,572.0,1293.0,530.0,2206.0,246.0,0.0,939.0,-14930,1476,479.0,-15.0,997.0,1692.0,8519.0,,-18.0,-1.54,-1.54,0.0,0.0,2357.0,28.0,20192,2550.0,,169.0,997.0,2013年01月01日至2013年12月31日,-130531,-130546,-130531,-130546,791.0,28500.0,28500.0,-95193,-15146,1583037,1563065,-19972,-19972,75221,,0.0,2633.0,,263.0,75221,-130531,-110339,254.0,-3.0,25740.0,17220.0,32.0,1692,15975.0,,412.0,0.0,58.0,1583037.0,1583037.0,1894.0,1576288.0,1576288.0,1563065,11329.0,,
2014-03-26,4,2014,,,,,,,,-7496,2066,,0.0,,,,,0.0,-0.43,,,,,,-5989,,36662.0,,,2014年度,-36318,-36318,-36318,-36318,,,,-33958,-8349,1790344,1826292,35948,35948,69906,,,,,,33244,-36318,-42307,,0.0,,,,2919,,,,,,,,,,,1826292,,0.0,0.0
2014-05-09,1,2014,,,,,,,,-970,535,,0.0,,,,,0.0,-0.2,,,,,,-2040,,7849.0,,,2014年01月01日至2014年03月31日,-16975,-16975,-16975,-16975,,,,-18120,-895,321821,322054,233,233,18353,,,,-0.2,,10504,-16975,-19015,,0.0,,,,460,,,,,,,,,,,322054,,0.0,0.0
2014-08-08,2,2014,,,,,,,,1721,648,,0.0,,,,,0.0,0.05,,,,,,850,,8892.0,,,2014年第2季,4153,4153,4153,4153,,,,3032,1971,523622,544643,21021,21021,17989,,,,0.05,,9097,4153,5003,,0.0,,,,398,,,,,,,,,,,544643,,0.0,0.0
2014-11-11,3,2014,,,,,,,,-696,425,,0.0,,,,,0.0,0.02,,,,,,348,,10445.0,,,2014年第3季,1698,1698,1698,1698,,,,3184,-1138,467280,486975,19695,19695,16511,,,,0.02,,6066,1698,2046,,0.0,,,,867,,,,,,,,,,,486975,,0.0,0.0
2015-05-14,1,2015,,,,,,,,2705,793,,,,,,,,-0.42,,,,,,6361,,17205.0,,,2015年01月01日至2015年03月31日,-35994,-35994,-35994,-35994,,,,-32032,2399,365310,357531,-7779,-7779,24253,,,,,,7048,-35994,-29633,,,,,,1099,,,,,,,,,,,357531,,,
